"consecutive"	"dat.source"	"year"	"date"	"CPUE_pontastacus.leptodactylus"	"CPUE_pacifastacus.leniusculus"	"pontastacus.leptodactylus"	"pacifastacus.leniusculus"	"CPUE_faxonius.limosus"	"CPUE_procambarus.clarkii"	"CPUE_procambarus.acutus"	"CPUE_procambarus.virginalis"	"CPUE_faxonius.virilis"	"faxonius.limosus"	"procambarus.clarkii"	"procambarus.acutus"	"procambarus.virginalis"	"faxonius.virilis"	"BEKNR"	"BEKNAAM"	"longitude"	"latitude"	"nearest_river_index"	"VHAG"	"CATC"	"WVLC"	"ID"	"distances_cray_VHAG_WVLC"	"sample_point"	"sample_datum_monstername"	"sample_tijdstip_monstername"	"sample_point_omschrijving"	"lambert_x"	"lambert_y"	"waterloop"	"bekken"	"gemeente"	"Cl-"	"N t"	"O2"	"BZV5"	"EC 20"	"T"	"pH"	"Secchi"	"P t"	"Ca o"	"Clfyl a"	"ZS"	"oPO4"	"distance_cray_FC"
NA	"gbif_data"	2022	"2022-06-05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.31764999616094	50.8391100024124	1900	NA	NA	"WVLHAR0329"	1332	0	"OW633050; OW633055"	"2022-06-13; 2022-06-27; 2022-07-12; 2022-07-25; 2022-08-08; 2022-08-22; 2022-06-07; 2022-06-09; 2022-06-30; 2022-07-04; 2022-07-18; 2022-08-01; 2022-08-16; 2022-08-29"	"12:23:00; 11:15:00; 11:25:00; 11:50:00; 11:36:59; 10:33:00; 09:57:00; 10:53:59; 08:29:59; 10:55:00; 11:07:00; 11:05:00; 11:16:59; 10:47:00; 12:16:00; 11:27:00; 11:51:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.9975202105	170666.211214789	"DE GAVERS"	"Leiebekken"	"Harelbeke"	79	2.58	11.4315789473684	NA	684.894736842105	22.3210526315789	8.30473684210526	175.294117647059	0.0695	88500	NA	1.6	NA	446.16957724737
NA	"gbif_data"	2022	"2022-06-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	7	"Denderbekken"	3.91146999601251	50.7928100024904	15604	NA	NA	"OVLGER0176"	1340	0	"OW531730"	"2022-06-13; 2022-06-27; 2022-07-12; 2022-07-25; 2022-08-08; 2022-08-22"	"07:49:59; 09:36:00; 07:28:00; 08:18:59; 08:25:59; 08:52:00"	"RV: De Gavers; Onkerzele, Onkerzelestraat 280, thv surfzone - steiger"	118136.000098	164686.00535	"DE GAVERS"	"Denderbekken"	"Geraardsbergen"	NA	NA	9.15666666666667	NA	396.666666666667	22.8	8.26666666666667	71.6666666666667	NA	NA	NA	NA	NA	395.117110925094
NA	"gbif_data"	2022	"2022-07-03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.96060999581284	51.3580900024442	3335	NA	NA	"ANTTUR0054"	1350	0	"OW842720"	"2022-06-07; 2022-06-14; 2022-06-21; 2022-06-28; 2022-07-05; 2022-07-12; 2022-07-19; 2022-07-26; 2022-08-02; 2022-08-09; 2022-08-16; 2022-08-23; 2022-08-30"	"11:54:00; 10:31:59; 10:44:00; 10:39:00; 10:33:00; 10:58:00; 10:37:00; 10:38:00; 10:49:00; 10:51:59; 11:47:59; 11:04:00; 11:13:00"	"RV: Baalse Heide; Roodhuisstraat 10 (via kan. Dessel-Schoten)"	191184.002773	227750.006285	"BAALSE HEI"	"Netebekken"	"Turnhout"	NA	NA	8.85615384615385	NA	136.853846153846	23.1076923076923	7.77538461538462	69.2307692307692	NA	NA	NA	NA	NA	44.094597146525
NA	"gbif_data"	2022	"2022-08-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.19365999623064	51.229540002289	14841	NA	NA	"WVLBRU1182"	1405	0	"OW875460"	"2022-06-08; 2022-06-14; 2022-06-21; 2022-06-28; 2022-07-05; 2022-07-13; 2022-07-19; 2022-07-26; 2022-08-02; 2022-08-09; 2022-08-17; 2022-08-23; 2022-08-30"	"09:28:00; 09:35:00; 09:05:59; 09:12:59; 08:47:00; 09:26:00; 09:01:00; 09:39:59; 09:27:00; 09:36:00; 09:07:00; 09:46:59"	"RV: Bloso domein; Sint-Pietersplas"	68223.002609	214337.997473	"SINT-PIETERSPLAS (BLOSO-CENTRUM)"	"Bekken van de Brugse Polders"	"Brugge"	NA	NA	8.78461538461539	NA	1255.38461538462	21.8	8.44916666666667	153.076923076923	NA	NA	NA	NA	NA	501.46087237274
NA	"gbif_data"	2022	"2022-08-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.19431999623049	51.229690002289	14841	NA	NA	"WVLBRU1182"	1406	0	"OW875460"	"2022-06-08; 2022-06-14; 2022-06-21; 2022-06-28; 2022-07-05; 2022-07-13; 2022-07-19; 2022-07-26; 2022-08-02; 2022-08-09; 2022-08-17; 2022-08-23; 2022-08-30"	"09:28:00; 09:35:00; 09:05:59; 09:12:59; 08:47:00; 09:26:00; 09:01:00; 09:39:59; 09:27:00; 09:36:00; 09:07:00; 09:46:59"	"RV: Bloso domein; Sint-Pietersplas"	68223.002609	214337.997473	"SINT-PIETERSPLAS (BLOSO-CENTRUM)"	"Bekken van de Brugse Polders"	"Brugge"	NA	NA	8.78461538461539	NA	1255.38461538462	21.8	8.44916666666667	153.076923076923	NA	NA	NA	NA	NA	461.556033966242
NA	"gbif_data"	2022	"2022-08-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.19843999622975	51.2319800022888	20296	NA	NA	"WVLBRU1182"	1407	0	"OW875460"	"2022-06-08; 2022-06-14; 2022-06-21; 2022-06-28; 2022-07-05; 2022-07-13; 2022-07-19; 2022-07-26; 2022-08-02; 2022-08-09; 2022-08-17; 2022-08-23; 2022-08-30"	"09:28:00; 09:35:00; 09:05:59; 09:12:59; 08:47:00; 09:26:00; 09:01:00; 09:39:59; 09:27:00; 09:36:00; 09:07:00; 09:46:59"	"RV: Bloso domein; Sint-Pietersplas"	68223.002609	214337.997473	"SINT-PIETERSPLAS (BLOSO-CENTRUM)"	"Bekken van de Brugse Polders"	"Brugge"	NA	NA	8.78461538461539	NA	1255.38461538462	21.8	8.44916666666667	153.076923076923	NA	NA	NA	NA	NA	138.150125334509
NA	"gbif_data"	2022	"2022-08-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.19839999622976	51.2320000022888	20296	NA	NA	"WVLBRU1182"	1408	0	"OW875460"	"2022-06-08; 2022-06-14; 2022-06-21; 2022-06-28; 2022-07-05; 2022-07-13; 2022-07-19; 2022-07-26; 2022-08-02; 2022-08-09; 2022-08-17; 2022-08-23; 2022-08-30"	"09:28:00; 09:35:00; 09:05:59; 09:12:59; 08:47:00; 09:26:00; 09:01:00; 09:39:59; 09:27:00; 09:36:00; 09:07:00; 09:46:59"	"RV: Bloso domein; Sint-Pietersplas"	68223.002609	214337.997473	"SINT-PIETERSPLAS (BLOSO-CENTRUM)"	"Bekken van de Brugse Polders"	"Brugge"	NA	NA	8.78461538461539	NA	1255.38461538462	21.8	8.44916666666667	153.076923076923	NA	NA	NA	NA	NA	135.267455512007
NA	"gbif_data"	2022	"2022-08-27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	11	"Maasbekken"	5.68261999559269	51.0041000026312	12345	NA	NA	"LIMMSM0026"	1416	0	"OW139400; OW139445"	"2022-06-21; 2022-07-19; 2022-08-16; 2022-06-07; 2022-06-13; 2022-06-20; 2022-06-27; 2022-07-04; 2022-07-12; 2022-07-25; 2022-08-01; 2022-08-08; 2022-08-22; 2022-08-29"	"09:18:00; 09:59:59; 12:32:00; 11:18:59; 09:48:59; 12:59:59; 12:28:59; 10:58:00; 12:50:59; 10:22:59; 13:06:00; 11:56:00; 11:14:00; 12:34:00; 12:43:00; 12:03:59"	"Dilsen-Stokkem; Zandgroeve Eisden Mijn; Center Parcs, Terhills Resort, aan het strand van de zwemzone; Zandgroeve Eisden Mijn, Center Parcs, Terhills resort, midden van afgebakende zwemzone"	242274.060251438	189189.373598875	"EISDEN MIJN"	"Maasbekken"	"Dilsen-Stokkem"	13.3666666666667	0.15	9.3925	NA	293.071428571429	22.85	7.80375	91.5384615384615	0.02	15966.6666666667	NA	1.33333333333333	NA	173.610393653415
NA	"gbif_data"	2023	"2023-01-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39152999594623	51.2838700024021	29382	NA	NA	"ANTANT0297"	1466	0	"OW182950"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"11:16:59; 10:51:59; 12:34:00; 10:35:00; 10:49:00; 11:13:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	9.90666666666667	NA	1780.16666666667	22.5333333333333	8.24666666666667	186.666666666667	NA	NA	NA	NA	NA	72.6823471259495
NA	"gbif_data"	2023	"2023-04-02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.3902099959466	51.2843400024018	29382	NA	NA	"ANTANT0297"	1472	0	"OW182950"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"11:16:59; 10:51:59; 12:34:00; 10:35:00; 10:49:00; 11:13:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	9.90666666666667	NA	1780.16666666667	22.5333333333333	8.24666666666667	186.666666666667	NA	NA	NA	NA	NA	130.402980895445
NA	"gbif_data"	2023	"2023-04-18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	5.13758999575853	51.2634100024916	28211	NA	NA	"ANTDES0007"	1477	3.17233923726168	"OW848775"	"2023-06-20; 2023-06-27; 2023-07-04; 2023-07-10; 2023-07-17; 2023-07-25; 2023-08-01; 2023-08-08; 2023-08-14; 2023-08-22; 2023-08-29"	"09:23:59; 08:59:00; 08:51:00; 09:19:59; 10:35:00; 08:56:59; 08:52:59; 09:08:00; 09:23:00; 09:12:00; 09:10:00"	"RV: Campinastrand; Zanddijk 62a, zwemvijver (rechts vooraan)"	203570.000714	217291.997297	"CAMPINASTRAND"	"Netebekken"	"Dessel"	NA	NA	10.0536363636364	NA	263.090909090909	21.2454545454545	9.14727272727273	70.9090909090909	NA	NA	NA	NA	NA	104.414459289682
NA	"gbif_data"	2023	"2023-05-14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.18161999623099	51.2048600022946	26521	NA	NA	"WVLBRU0215"	1487	0.345263942960811	"OW772100"	"2023-06-06; 2023-06-13; 2023-06-20; 2023-06-27; 2023-07-04; 2023-07-12; 2023-07-18; 2023-07-25; 2023-08-01; 2023-08-08; 2023-08-16; 2023-08-22; 2023-08-29"	"10:06:00; 10:35:59; 10:26:59; 09:32:00; 09:41:59; 09:50:59; 07:30:00; 09:30:59; 09:46:59; 10:08:00; 08:32:00; 10:15:59"	"Domein De Koude Keuken, vijver, ingang Sint-Hubertuslaan"	67123.000346	211132.996611	"Onbekend"	"Onbekend"	"Brugge"	59.9333333333333	1.03666666666667	9.31615384615385	NA	582.75	20.9923076923077	8.64	115.384615384615	0.147	NA	NA	NA	NA	114.176070020764
NA	"gbif_data"	2023	"2023-05-18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39063999594646	51.283950002402	29382	NA	NA	"ANTANT0297"	1490	0	"OW182950"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"11:16:59; 10:51:59; 12:34:00; 10:35:00; 10:49:00; 11:13:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	9.90666666666667	NA	1780.16666666667	22.5333333333333	8.24666666666667	186.666666666667	NA	NA	NA	NA	NA	78.5296998800192
NA	"gbif_data"	2023	"2023-06-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.53692999591219	51.3013100024132	29387	NA	NA	"ANTBRS0068"	1510	9.85742699149494	"OW184400"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"10:24:59; 09:57:00; 11:33:00; 09:44:00; 10:02:00; 10:24:00"	"RV: E10 plas; Jagersdreef, via Miksebaan"	161540.000222	221514.006693	"Onbekend"	"Onbekend"	"Brasschaat"	NA	NA	9.23833333333333	NA	390.166666666667	22.6666666666667	8.02833333333333	71.6666666666667	NA	NA	NA	NA	NA	294.764722177111
NA	"gbif_data"	2023	"2023-06-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.53693999591219	51.3013400024132	29387	NA	NA	"ANTBRS0068"	1511	6.49121165297234	"OW184400"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"10:24:59; 09:57:00; 11:33:00; 09:44:00; 10:02:00; 10:24:00"	"RV: E10 plas; Jagersdreef, via Miksebaan"	161540.000222	221514.006693	"Onbekend"	"Onbekend"	"Brasschaat"	NA	NA	9.23833333333333	NA	390.166666666667	22.6666666666667	8.02833333333333	71.6666666666667	NA	NA	NA	NA	NA	292.657008334264
NA	"gbif_data"	2023	"2023-06-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.53688999591222	51.3014600024131	29387	NA	NA	"ANTBRS0068"	1512	0	"OW184400"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"10:24:59; 09:57:00; 11:33:00; 09:44:00; 10:02:00; 10:24:00"	"RV: E10 plas; Jagersdreef, via Miksebaan"	161540.000222	221514.006693	"Onbekend"	"Onbekend"	"Brasschaat"	NA	NA	9.23833333333333	NA	390.166666666667	22.6666666666667	8.02833333333333	71.6666666666667	NA	NA	NA	NA	NA	280.280641615281
NA	"gbif_data"	2023	"2023-07-04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.38980999594665	51.2838600024019	29382	NA	NA	"ANTANT0297"	1520	8.7544358093976	"OW182950"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"11:16:59; 10:51:59; 12:34:00; 10:35:00; 10:49:00; 11:13:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	9.90666666666667	NA	1780.16666666667	22.5333333333333	8.24666666666667	186.666666666667	NA	NA	NA	NA	NA	106.921716642868
NA	"gbif_data"	2023	"2023-08-22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	"Demerbekken"	5.31500999568446	50.9878400025928	16478	NA	NA	"LIMZNH0401"	1594	0	"OW454840"	"2023-06-05; 2023-06-12; 2023-06-19; 2023-06-26; 2023-07-03; 2023-07-10; 2023-07-17; 2023-07-24; 2023-07-31; 2023-08-07; 2023-08-14; 2023-08-21; 2023-08-28"	"09:28:00; 08:11:59; 06:50:00; 08:54:59; 08:25:00; 09:10:00; 08:51:00; 07:24:00; 07:24:59; 07:31:59; 08:18:00; 09:16:00"	"Zonhoven, RV Heidestrand, t.h.v. infopaal, rechts v. cafetaria"	216417.002127	186845.0013	"HEIDESTRAND"	"Demerbekken"	"Zonhoven"	NA	NA	9.09615384615385	NA	456.692307692308	21.7923076923077	9.17384615384615	63.0769230769231	NA	NA	NA	NA	NA	30.1231392878426
NA	"gbif_data"	2023	"2023-08-27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.32549999615931	50.8415200024126	1900	NA	NA	"WVLHAR0329"	1599	0	"OW633050; OW633055"	"2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21; 2023-06-05; 2023-06-19; 2023-07-03; 2023-07-17; 2023-07-31; 2023-08-14; 2023-08-28"	"11:27:00; 11:13:00; 10:57:00; 11:25:59; 11:11:00; 10:53:59; 11:31:00; 11:36:00; 12:05:00; 11:06:00; 11:24:00; 11:20:00; 11:42:00; 11:04:00; 11:27:59"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.9975202105	170666.211214789	"DE GAVERS"	"Leiebekken"	"Harelbeke"	NA	NA	11.2047368421053	NA	671.736842105263	21.9052631578947	8.30631578947368	203.684210526316	NA	NA	NA	NA	NA	238.390862201473
NA	"gbif_data"	2023	"2023-09-02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	11	"Maasbekken"	5.82111999557098	51.1315200026097	5539	NA	NA	"LIMKIN0224"	1607	0	"OW121500"	"2023-06-05; 2023-06-12; 2023-06-19; 2023-06-26; 2023-07-03; 2023-07-10; 2023-07-17; 2023-07-24; 2023-07-31; 2023-08-07; 2023-08-14; 2023-08-21; 2023-08-28"	"08:54:00; 07:56:00; 10:44:00; 12:23:59; 10:40:00; 10:42:59; 08:22:00; 10:55:00; 11:02:59; 10:37:00; 10:15:59; 09:32:00; 10:24:59"	"RV: Geistingen, einde Vroenhof, parking rechts van taverne De Steenberg, dagstrand"	251316.002207	203354.998595	"STEENBERG"	"Maasbekken"	"Kinrooi"	27.4666666666667	1.78333333333333	10.2476923076923	NA	372.461538461538	21.3076923076923	8.32384615384615	84.6153846153846	0.0266666666666667	NA	NA	NA	NA	342.562370637368
NA	"gbif_data"	2023	"2023-10-02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	"Demerbekken"	5.13383999572712	50.9590500025803	15136	NA	NA	"LIMHDS0278"	1650	0	"OW452000; OW452050"	"2023-06-13; 2023-07-12; 2023-08-22; 2023-06-12; 2023-06-26; 2023-07-10; 2023-07-24; 2023-08-07; 2023-08-21"	"11:04:00; 11:51:00; 12:43:00; 09:23:00; 09:25:00; 09:59:00; 09:30:59; 07:57:00; 09:01:00"	"Linkhout, verlengde Beekstraat, in hoek knuppelpad tussen twee struiken; FB RO naast uitlaat van het meer; RV: Schulensmeer, thv opslagplaats boten, vanaf einde steiger (FC), littorale strook links en rechts van steiger (BBI)"	204458.665930667	183799.000944333	"SCHULENSMEER"	"Demerbekken"	"Lummen"	39.7666666666667	1.41333333333333	10.6144444444444	NA	418.222222222222	23.5222222222222	8.79888888888889	118.333333333333	0.084	47333.3333333333	NA	9.03333333333333	NA	777.361111854143
NA	"gbif_data"	2023	"2023-11-06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.60916999588395	51.2020400024497	12079	NA	NA	"ANTRAN0198"	1665	0	"OW835500"	"2023-06-14; 2023-06-28; 2023-07-12; 2023-07-26; 2023-08-09"	"06:48:59; 06:46:00; 06:50:00"	"RV: Spaarbekken AWW-VVW Broechem; Broechem; Oelegemsesteenweg"	166132.998229	210250.005926	"SPAARBEKKEN AWW BROECHEM"	"Netebekken"	"Ranst"	NA	NA	10.79	NA	393.6	21.5	8.468	200	NA	NA	NA	NA	NA	670.271299030344
NA	"gbif_data"	2024	"2024-04-13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.32199999615997	50.8397700024127	1900	NA	NA	"WVLHAR0329"	1726	0	"OW633050; OW633055"	"2024-06-03; 2024-06-17; 2024-07-01; 2024-07-15; 2024-07-29; 2024-08-13; 2024-08-26; 2024-06-10; 2024-06-24; 2024-07-04; 2024-07-08; 2024-07-22; 2024-08-05; 2024-08-19"	"12:13:06; 12:09:13; 10:33:17; 11:21:04; 11:45:44; 12:36:45; 11:49:10; 12:02:16; 11:24:30; 12:10:22; 11:50:29; 10:44:40; 11:01:36; 11:40:45; 11:11:30; 12:19:56; 11:53:33; 11:13:23; 12:41:49; 12:36:11; 11:59:41"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76302.997604	170662.667276	"DE GAVERS"	"Leiebekken"	"Harelbeke"	NA	NA	10.8738095238095	NA	604.571428571429	21.152380952381	8.21619047619048	200	NA	NA	NA	NA	NA	235.708317274256
NA	"gbif_data"	2024	"2024-05-11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	"Demerbekken"	5.1634799957205	50.9670100025814	4350	NA	NA	"LIMHDS0278"	1738	0	"OW452050"	"2024-06-03; 2024-06-17; 2024-07-01; 2024-07-15; 2024-07-29; 2024-08-13; 2024-08-26"	"13:09:46; 07:12:37; 07:07:18; 08:19:55; 07:57:38; 07:59:21; 09:05:13"	"RV: Schulensmeer, thv opslagplaats boten, vanaf einde steiger (FC), littorale strook links en rechts van steiger (BBI)"	204811.99998	183960.998116	"SCHULENSMEER"	"Demerbekken"	"Lummen"	NA	NA	9.02857142857143	NA	310.571428571429	20.7428571428571	8.38142857142857	83.3333333333333	NA	NA	NA	NA	NA	1097.10425750708
NA	"gbif_data"	2024	"2024-05-16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	7	"Denderbekken"	3.91534999601162	50.7933100024907	15604	NA	NA	"OVLGER0176"	1742	4.2459415143424	"OW531730"	"2024-06-04; 2024-06-18; 2024-07-02; 2024-07-15; 2024-07-30; 2024-08-13; 2024-08-27"	"10:29:36; 10:38:29; 07:56:41; 10:44:46; 14:57:55; 10:07:23; 14:58:35"	"RV: De Gavers; Onkerzele, Onkerzelestraat 280, thv surfzone - steiger"	118136.000098	164686.00535	"DE GAVERS"	"Denderbekken"	"Geraardsbergen"	NA	NA	9.76571428571429	NA	325.142857142857	22.3	8.45714285714286	89.2857142857143	NA	NA	NA	NA	NA	200.401894320637
NA	"gbif_data"	2024	"2024-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.19149999598371	51.1718600024122	17821	NA	NA	"OVLSIN0209"	1746	0	"OW201010; OW201040; OW201080"	"2024-06-03; 2024-06-10; 2024-06-17; 2024-06-24; 2024-07-01; 2024-07-09; 2024-07-15; 2024-07-23; 2024-07-30; 2024-08-05; 2024-08-13; 2024-08-20; 2024-08-26; 2024-07-29; 2024-06-28"	"10:59:01; 11:05:21; 12:35:55; 11:34:36; 10:04:04; 11:17:40; 10:18:41; 13:15:42; 08:39:34; 11:08:25; 10:50:53; 10:42:34; 10:48:45; 11:15:33; 11:14:00; 12:37:42; 11:36:54; 10:17:13; 11:15:35; 13:46:34; 13:16:08; 00:00:00; 10:55:00; 11:06:08; 10:34:25; 11:02:25; 11:50:09; 11:48:23; 12:39:19; 11:13:54; 14:05:24; 11:01:36; 10:50:43; 13:48:00; 13:22:17; 10:49:02; 11:30:41; 10:27:16; 11:28:28"	"RV: De Ster; Vossekotstraat-Brokkelingenstraat,strandzone; RV: De Ster; Vossekotstraat-Brokkelingenstraat,thv steiger; RV: De Ster"	137601.501333475	206974.75251585	"DE STER"	"Benedenscheldebekken"	"Sint-Niklaas"	14.0666666666667	0.506666666666667	10.16475	NA	213.7825	20.695	8.43825	141.282051282051	0.0266666666666667	NA	NA	NA	NA	273.084163498701
NA	"gbif_data"	2024	"2024-06-07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	"Bekken van de Gentse Kanalen"	3.68754999609288	51.0418300023944	4424	NA	NA	"OVLGNT0817"	1772	0	"OW570115; OW570130"	"2024-06-03; 2024-06-17; 2024-07-01; 2024-07-15; 2024-07-29; 2024-08-12; 2024-08-26; 2024-06-10; 2024-06-24; 2024-07-09; 2024-07-22; 2024-08-05; 2024-08-19"	"08:01:55; 08:41:39; 08:22:42; 10:51:34; 08:19:43; 08:58:57; 08:30:23; 08:08:28; 10:31:59; 08:55:04; 10:43:33; 08:29:59; 08:29:52; 10:58:15; 08:16:51; 08:27:12; 08:54:44; 09:07:55; 08:28:16; 08:35:47"	"RV: Sport-en Recreatiepark De Blaarmeersen; Zuiderlaan 12,noordelijk deel; RV: Sport-en Recreatiepark De Blaarmeersen; Zuiderlaan 12,noordelijk deel thv steiger"	101979.6968985	192947.99810185	"BLAARMEERSEN"	"Bekken van de Gentse Kanalen"	"Gent"	NA	NA	9.8885	NA	348.2	20.76	8.219	103	NA	NA	NA	NA	NA	405.864704631244
NA	"gbif_data"	2024	"2024-07-09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.96575999580519	51.2974200024623	28966	NA	NA	"ANTTUR0207"	1892	1.718536213394	"OW300400"	"2024-06-10; 2024-06-25; 2024-07-09; 2024-07-23; 2024-08-06; 2024-08-20"	"10:54:45; 13:55:52; 12:01:22; 11:40:25; 13:01:13; 10:52:16"	"RV: De Melle; De Picken, Z-N, achter automobielinspectie"	191434.002667	220776.000129	"DE MELLE"	"Netebekken"	"Turnhout"	NA	NA	9.42833333333333	NA	194.616666666667	22.8333333333333	8.02	83.3333333333333	NA	NA	NA	NA	NA	311.792973418758
NA	"gbif_data"	2024	"2024-07-13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39955999594408	51.2822000024035	29382	NA	NA	"ANTANT0297"	1917	0	"OW182950"	"2024-06-03; 2024-06-17; 2024-07-02; 2024-07-15; 2024-07-29; 2024-08-13; 2024-08-27"	"11:28:01; 13:53:51; 11:15:13; 12:57:15; 11:13:52; 15:27:20; 13:14:06"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.0771428571429	NA	1725	21.5714285714286	8.17285714285714	178.571428571429	NA	NA	NA	NA	NA	606.351639703143
NA	"gbif_data"	2024	"2024-07-26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	7	"Denderbekken"	3.91406999601187	50.7927800024908	15604	NA	NA	"OVLGER0176"	1993	0	"OW531730"	"2024-06-04; 2024-06-18; 2024-07-02; 2024-07-15; 2024-07-30; 2024-08-13; 2024-08-27"	"10:29:36; 10:38:29; 07:56:41; 10:44:46; 14:57:55; 10:07:23; 14:58:35"	"RV: De Gavers; Onkerzele, Onkerzelestraat 280, thv surfzone - steiger"	118136.000098	164686.00535	"DE GAVERS"	"Denderbekken"	"Geraardsbergen"	NA	NA	9.76571428571429	NA	325.142857142857	22.3	8.45714285714286	89.2857142857143	NA	NA	NA	NA	NA	224.560085420627
